"Report Name: TG Monthly Bing Ads Product Spend"
"Report Time: 10/20/2025,10/26/2025"
"Time Zone: (GMT-08:00) Pacific Time (US & Canada); Tijuana"
"Last Completed Available Day: 10/28/2025 12:20:00 AM (GMT)"
"Last Completed Available Hour: 10/28/2025 12:20:00 AM (GMT)"

"Merchant product ID","Custom label 1 (Product)","Title","Brand","Price","Spend","Impressions","Clicks","CTR","Avg. CPC","Conversions","Revenue","Impression share","Impression share lost to rank","Absolute top impression share"
"39841976189096","61PU12QV2425YY","12"" x 2-1/2"" Polyon- Cast Wheel Swivel Caster- 7000 Lbs. Capacity","Durable Superior Casters","353.36","1.61","25","2","8.00%","0.81","0.00","0.00","56.41%","43.59%","7.69"
"PP25GM42","","2-1/2"" X 1-1/4"" Poly-Pro Wheel - 250 lbs. Capacity","Durable Superior Casters","7.05","1.61","9","1","11.11%","1.61","0.00","0.00","52.94%","47.06%","11.76"
"F84738A8","","Valley Craft 2-Wheel Pallet Hand Trucks, Steel / Pneumatic Wheels / No","Valley Craft","745","1.60","2","1","50.00%","1.60","0.00","0.00","50.00%","50.00%","0.00"
"36193480081576/ Duplicates","75HR50GB4206YY","5"" x 1-1/4"" Hard Rubber Wheel Swivel Caster - 350 lbs. Capacity","Durable Superior Casters","21.71","1.59","174","1","0.57%","1.59","0.00","0.00","25.00%","71.43%","7.14"
"FP2500","","Adjustable Height LCD/LED TV Stand","Luxor","515.97","1.59","29","2","6.90%","0.80","0.00","0.00","1.32%","89.36%","0.15"
"47179304501473","A-102901","Full Electric Pallet Jack 3300 lbs. Capacity","Apollo Forklift","2388.06","1.58","77","2","2.60%","0.79","0.00","0.00","47.54%","52.46%","0.82"
"SS40JS92","","4"" x 2"" Semi-Steel Wheel - 700 lbs. Capacity","Durable Superior Casters","21.4","1.58","15","1","6.67%","1.58","0.00","0.00","17.24%","82.76%","0.00"
"MLCNR600","","Nesting Luggage Cart With Rubber Platform","Suncast Commercial","616.48","1.57","71","1","1.41%","1.57","0.00","0.00","35.59%","64.41%","1.69"
"43104638664929/ Duplicates","1872-SB-Blue","Dutro Vending Machine Truck - Blue / Side Brake","Dutro","1135.08","1.56","22","3","13.64%","0.52","0.00","0.00","10.00%","90.00%","0.00"
"46289617289441","P 8 SCH 40 @ 84""","Steel Pipe Bollards - Raw / 8""","S4 Bollards","305.36","1.55","5","1","20.00%","1.55","0.00","0.00","44.44%","55.56%","22.22"
"PM50JM60","","5"" x 2"" Polymadic Wheel - 750 lbs. Capacity, Maroon/Gray / Sealed Precision Bearing","Durable Superior Casters","20.61","1.54","15","2","13.33%","0.77","0.00","0.00","82.35%","5.88%","5.88"
"45511737540833","304.5","iForks-32 Forklift Scale - 5,000 lbs","Ravas","5281","1.52","44","2","4.55%","0.76","0.00","0.00","57.35%","42.65%","2.94"
"39371872534696/ Duplicates","276060","Heavy Duty Dock Seals for 10'H Roll-Up Doors","Wesco","1221.47","1.51","136","1","0.74%","1.51","0.00","0.00","11.11%","88.89%","0.00"
"43583286018273/ Duplicates","27PU80JG0417YY","8"" x 2"" Polyon Cast Wheel Swivel Caster - 1250 lbs. Capacity - Standard","Durable Superior Casters","55.26","1.48","76","2","2.63%","0.74","0.00","0.00","50.00%","50.00%","0.00"
"ARCH-GY-06-052-S","","Architectural Bollard Covers for 6"" and 4"" Bollards (52"" Height), Dark Gray / No","S4 Bollards","119.99","1.46","9","1","11.11%","1.46","0.00","0.00","100.00%","0.00%","0.00"
"43753091793121","T3D330486PYFP60","Forkliftable Order Picking Truck with Shelf Dividers","Little Giant","1648.53","1.45","893","4","0.45%","0.36","0.00","0.00","44.62%","23.85%","18.46"
"36482920710312/ Duplicates","451710916","Turntable Caster Mount Plates 4"" x 4-1/2"" - 2,000 lbs. Capacity","Durable Superior Casters","123.94","1.43","79","2","2.53%","0.72","0.00","0.00","54.55%","45.45%","0.00"
"F26H13-12TT","","Folding Rolastair Rolling Ladder, 123-1/2 / Traction Tread / 12 in","Wildeck","2510","1.42","1","1","100.00%","1.42","0.00","0.00","100.00%","0.00%","100.00"
"4328674099245","SWM-MR-3000","3000 Series Mobile Robot Stretch Wrap Machine","Handle-it","18000","1.40","202","3","1.49%","0.47","0.00","0.00","72.73%","21.21%","6.06"
"44021126267105","F86165A5","Valley Craft Plastic Drum Grabber Forklift Attachment","Valley Craft","895","1.36","7","1","14.29%","1.36","0.00","0.00","50.00%","50.00%","0.00"
"241052","","7.5 Amp Fuse","Lincoln Industrial","4.92","1.35","19","1","5.26%","1.35","0.00","0.00","16.10%","79.66%","0.00"
"31081020358701/ Duplicates","T3HR30GB4206YY","3"" x 1-1/4"" Hard Rubber Swivel Caster, Total Lock Brake (Ball Bearing),300 lbs. Capacity","Durable Superior Casters","22.56","1.35","133","1","0.75%","1.35","0.00","0.00","50.00%","50.00%","5.00"
"920600100085","","SPTE33LI Battery for Powered Pallet Jack (Battery Only)","Noblelift","718.18","1.35","43","1","2.33%","1.35","0.00","0.00","56.52%","37.68%","10.14"
"F89483VCGY","","Valley Craft Security Carts, 0 / Gray / 48"" x 30""","Valley Craft","1695","1.35","3","1","33.33%","1.35","0.00","0.00","75.00%","25.00%","0.00"
"HR30GB42","","3"" x 1-1/4"" Hard Rubber Wheel Black - 300 lbs. Capacity","Durable Superior Casters","8.89","1.35","173","1","0.58%","1.35","0.00","0.00","81.29%","17.54%","3.51"
"7767234216161","SWM-SA-0800","Model 800 Semi-Automatic Pallet Stretch Wrap Machine","Handle-it","7000","1.33","54","1","1.85%","1.33","0.00","0.00","100.00%","0.00%","0.00"
"SFH22-63","","SFH22AG - 2,200lb Manual Straddle Stacker, 63"" (Single Mast)","Noblelift","2026.67","1.29","3","1","33.33%","1.29","0.00","0.00","66.67%","33.33%","0.00"
"PUCLH2","","Utility Cart Ladder Hook","Suncast Commercial","17.07","1.28","55","2","3.64%","0.64","0.00","0.00","33.33%","63.19%","2.78"
"21PP40GA4470YY","","4"" x 1-1/4"" Poly-Pro Threaded Stem Swivel Caster - 350 lbs. Capacity","Durable Superior Casters","14.35","1.26","36","1","2.78%","1.26","0.00","0.00","63.83%","36.17%","2.13"
"31081007415341/ Duplicates","75PP50GK4206TY","5"" x 1-1/4"" Poly-Pro Wheel Swivel Caster w/ Top Lock Brake - 350 lbs. capacity","Durable Superior Casters","22.04","1.26","14","1","7.14%","1.26","0.00","0.00","100.00%","0.00%","0.00"
"RP-42LH-MD","","End of Aisle Rack Protector Medium Duty, Left / 42""","Handle-It","135","1.26","4","1","25.00%","1.26","0.00","0.00","42.86%","57.14%","14.29"
"33021990961197/ Duplicates","SN10UO52","10"" x 2-3/4"" Eco-Rubber Flat Free Wheel (Offset Hub) - 550 lbs. Capacity","Durable Superior Casters","29.17","1.24","162","1","0.62%","1.24","0.00","0.00","39.13%","60.87%","4.35"
"14ZZZZZZZZ06YY","","Caster Mount Weld Plate 2-3/8"" x 3-5/8""","Durable Superior Casters","2.84","1.23","78","1","1.28%","1.23","0.00","0.00","77.59%","22.41%","1.72"
"31081213034541","3100-BLP-18-95","Mobile Bench Cabinet w/ Bins - 2 Large bins 4 Medium bins 12 Small bins","Durham","1181.15","1.20","2","1","50.00%","1.20","0.00","0.00","0.00%","0.00%","0.00"
"01PO20AB8106YY","","2"" Double Wheel Polyolefin Swivel Caster - 200 lbs. Capacity","Durable Superior Casters","8.87","1.19","76","1","1.32%","1.19","0.00","0.00","65.98%","27.84%","0.00"
"42964658880737","GR-5-S2","Heavy Duty Warehouse Double Guard Rail Starter Unit - 5 ft","Handle-It","607.45","1.18","436","3","0.69%","0.39","0.00","0.00","57.14%","42.86%","0.00"
"44273954586849","BPD-YL-05-060-S","Heavy Duty Dome Top Bollard Covers for 5"" Diameter Pipes (52-60"" Height) - 60 in / Yellow","S4 Bollards","64.27","1.14","2","1","50.00%","1.14","0.00","0.00","100.00%","0.00%","0.00"
"43104637911265/ Duplicates","100-DLX-55-Blue","Delux EZE-OFF Delivery Truck - Blue","Dutro","286.74","1.13","66","1","1.52%","1.13","0.00","0.00","0.00%","0.00%","0.00"
"37762408710312","BR-4","Build-A-Rail Modular Guard Rail Kit - 4 Ft. Rail","Handle-It","251.79","1.12","43","1","2.33%","1.12","0.00","0.00","0.00%","100.00%","0.00"
"4329412591661","P24","Warehouse Upright Rack Protector","Handle-it","31.07","1.11","35","1","2.86%","1.11","0.00","0.00","100.00%","0.00%","0.00"
"7061430632616/H.it/NEW","RP-42WS-HD","Forklift Wheel Stops","Handle-it","170","1.11","291","3","1.03%","0.37","0.00","0.00","86.05%","11.63%","4.65"
"44276883980513","LBC","Light Bulb Caddy for Workplatform","Storage Products Group","162.89","1.10","6","1","16.67%","1.10","0.00","0.00","66.67%","33.33%","0.00"
"1355","","Carpeted Piano Dolly Fixed Axle w/ Two Swivel Casters - 1300lb Cap.","Dutro","192.21","1.09","1","1","100.00%","1.09","0.00","0.00","0.00%","0.00%","0.00"
"31081094643757","273269","Wesco Scissors Table with Roller Top - 660 lbs Capacity","Wesco","1674.03","1.08","58","1","1.72%","1.08","0.00","0.00","73.77%","22.95%","1.64"
"32158181883949","M998086+M998111","Trailer Jack Auto Dolly Attachment - 12"" x 16"" Standard Duty V-Groove Dolly","Merrick Machine","137.4","1.07","1","1","100.00%","1.07","0.00","0.00","0.00%","100.00%","0.00"
"31083554373677","MV8030","Mityvac Selectline Hand Pump","Lincoln Industrial","62.65","1.05","13","1","7.69%","1.05","0.00","0.00","46.43%","53.57%","7.14"
"44021071413473","F89256VCBL","Valley Craft Stock Picking Cage Carts - 3 / 0 / Blue","Valley Craft","895","1.04","2","1","50.00%","1.04","0.00","0.00","100.00%","0.00%","0.00"
"CS2442-6S","","Column Protector - Sentry Protection Products (Medium), 6""x6"" / Square","Sentry Protection Products","479.55","1.00","2","1","50.00%","1.00","0.00","0.00","66.67%","33.33%","0.00"
"LP48CE-B","","Plastic AV Cart 48""H (Cabinet)","Luxor","494","1.00","3","1","33.33%","1.00","1.00","1,644.69","20.00%","80.00%","0.00"
"44021180924129","F87858A2","Valley Craft Adjustable Height Work Tables - 84"" / 34"" / Standard","Valley Craft","745","0.99","3","1","33.33%","0.99","0.00","0.00","30.00%","60.00%","0.00"
"DD5810","","Hardwood Locker Room Bench with Steel Pedestals, 72 / Dove Gray","Lyon","341.12","0.96","3","1","33.33%","0.96","0.00","0.00","66.67%","33.33%","0.00"
"26015-WH","","Yellow Rachet Straps w/ Wire Hook 2""W (Pack of 2), 15 ft.","PCC","18.24","0.94","5","1","20.00%","0.94","0.00","0.00","19.23%","76.92%","0.00"
"644-37491-1","","Electric Grease Pump W/ Low-Level Sensor - P203 Series 24V","Lincoln Industrial","1576.92","0.93","1","1","100.00%","0.93","0.00","0.00","100.00%","0.00%","0.00"
"36173924827304/ Duplicates","CNT61SW80LU2425YY","8"" x 3"" Energy Saver Polyon Cast Shipping Container Caster","Durable Superior Casters","972.26","0.92","51","1","1.96%","0.92","0.00","0.00","75.00%","25.00%","0.00"
"DD5795","","Hardwood Locker Room Bench with Steel Pedestals, 60 / Dove Gray","Lyon","220.64","0.92","8","1","12.50%","0.92","0.00","0.00","100.00%","0.00%","0.00"
"31082512121901","74024","2' Low Pressure Air/Water Hose - 74024","Lincoln Industrial","120.65","0.91","5","1","20.00%","0.91","0.00","0.00","55.56%","33.33%","0.00"
"43732792312033","70-6","Rail Support - 1 in ID/1.315 in OD Pipe","Kee Safety","26.05","0.90","1","1","100.00%","0.90","0.00","0.00","0.00%","0.00%","0.00"
"28ZZZZZZZZ17YY","","Caster Mount Weld Plate 4"" x 4-1/2""","Durable Superior Casters","4.85","0.88","71","1","1.41%","0.88","0.00","0.00","70.37%","29.63%","8.64"
"WSCC-3","","Three-Shelf Collapsible Wire Utility Cart","Luxor","320","0.88","23","1","4.35%","0.88","0.00","0.00","22.03%","76.27%","0.00"
"42932689273057","HWB-3672-95","Workbench, Heavy Duty, 72 x 36","Durham","1208.08","0.87","21","1","4.76%","0.87","0.00","0.00","8.11%","86.04%","0.45"
"44273952129249/ Duplicates","BPD-YL-3.5-052-S","Heavy Duty Dome Top Bollard Covers for 3-1/2"" Diameter Pipes (52-68"" Height) - 52 in / Yellow","S4 Bollards","57.13","0.87","8","1","12.50%","0.87","0.00","0.00","0.00%","0.00%","0.00"
"31081981214765/ Duplicates","94024","Electric Grease Pump W/ Timer - P203 Series 24V","Lincoln Industrial","1177.54","0.86","27","1","3.70%","0.86","0.00","0.00","50.00%","50.00%","0.00"
"CW-RND-GY-08-060","","Column Wrap, Round / Gray / 8"" x 60""","S4 Bollards","89.29","0.85","25","2","8.00%","0.43","0.00","0.00","37.93%","58.62%","0.00"
"32158267080749","SSB423BK","Stackable Shelf Bins 8-1/4""W x 12""L (6 Pack) - Black","Quantum Storage Systems","61.32","0.84","4","1","25.00%","0.84","0.00","0.00","100.00%","0.00%","0.00"
"P12-8","","Warehouse Upright Rack Protector, 12"" / 8.5""","Handle-It","47.14","0.81","20","1","5.00%","0.81","0.00","0.00","38.46%","61.54%","7.69"
"RET-50S-Blue","","Continuous Loop Hand Truck, Blue","Dutro","173.93","0.81","7","1","14.29%","0.81","0.00","0.00","71.43%","28.57%","14.29"
"XL-BPD-06-052-FBA","","Flexible Bollard - 52"" Height, Heavy Duty - Asphalt","S4 Bollards","650","0.81","7","1","14.29%","0.81","0.00","0.00","14.89%","85.11%","4.26"
"404-22602-1","","Compression Nut","Lincoln Industrial","3.02","0.80","11","1","9.09%","0.80","0.00","0.00","72.73%","27.27%","9.09"
"7767362863329/H.it/NEW","SWM-RA-2200","Model 2200 Rotary Arm Stretch Wrap Machine","Handle-it","24500","0.80","68","1","1.47%","0.80","0.00","0.00","86.84%","13.16%","5.26"
"31081215164461","U251S","Type II Safety Can, 5 Gal. Red with 7/8"" O.D. Flex Spout","Eagle Manufacturing","148.73","0.79","3","1","33.33%","0.79","0.00","0.00","33.33%","66.67%","0.00"
"85139","","85139 Lubrication Controller","Lincoln Industrial","614.41","0.79","8","2","25.00%","0.40","0.00","0.00","50.00%","50.00%","50.00"
"SP18-CLEAR","","Small, Plastic Compartment Box","Durham","3.57","0.78","59","3","5.08%","0.26","0.00","0.00","20.55%","76.28%","0.40"
"42328812519649","CS-2","Heavy Duty Warehouse Guard Rail Column - Double Rail / Centered/Standard","Handle-It","190","0.77","162","2","1.23%","0.39","0.00","0.00","42.11%","2.63%","7.89"
"AT-MC","","AutoTwirler Mustang Body Cart, Bare Steel","Auto Twirler","541.53","0.77","10","1","10.00%","0.77","0.00","0.00","41.67%","25.00%","25.00"
"31081979248685/ Duplicates","94012","Electric Grease Pump W/ Timer - P203 Series 12V","Lincoln Industrial","1128.95","0.76","90","4","4.44%","0.19","0.00","0.00","46.67%","53.33%","0.00"
"37178047758504/ Duplicates","68SN80UC5317YY","8"" x 2-1/2"" Eco Rubber Wheel Rigid Caster - 450 Lbs. Capacity","Durable Superior Casters","34.74","0.74","73","1","1.37%","0.74","0.00","0.00","12.50%","87.50%","0.00"
"42964659306721","GR-8-A2","Heavy Duty Warehouse Double Guard Rail Add-On Unit - 8 ft","Handle-It","543.64","0.74","157","2","1.27%","0.37","0.00","0.00","50.00%","50.00%","0.00"
"43583285362913","27TP80JX6017YY","8"" x 2"" Thermo-Pro Wheel Swivel Caster - 600 lbs. Capacity - Standard","Durable Superior Casters","41.49","0.74","389","3","0.77%","0.25","0.00","0.00","62.91%","6.10%","3.29"
"32157945364525","HDFJ-48","Heavy Duty Farm Jack - 48""","Vestil","143.97","0.73","11","1","9.09%","0.73","0.00","0.00","4.12%","86.60%","0.52"
"31082047635501/ Duplicates","644-46173-4","Electric Grease Pump","Lincoln Industrial","1879.52","0.72","7","1","14.29%","0.72","0.00","0.00","0.00%","0.00%","0.00"
"32158198661165","301-MGY","Extra Cabinet Shelf 36""W x 18""D - Medium Gray","Tennsco","33.59","0.72","6","1","16.67%","0.72","0.00","0.00","28.57%","71.43%","0.00"
"43798304358625","4.66-9D-18-3T-L","Extra Heavy Duty 14 GA Triple-Tier Locker - 9 / 18 in","Strong Hold","3079.95","0.72","1","1","100.00%","0.72","0.00","0.00","0.00%","100.00%","0.00"
"R-7539-NPost-NC","","R-7539 Decorative Bollard | Classic Design (36"" Height x 35-3/4"" Diameter), New Post in New Concrete","Reliance Foundry","747.5","0.71","17","1","5.88%","0.71","0.00","0.00","68.42%","31.58%","5.26"
"40590738063528","BSSV404036","4"" Stainless Steel Dome Top Bollard with Baseplate (36"" Height)","S4 Bollards","350.25","0.70","381","2","0.52%","0.35","0.00","0.00","66.99%","20.39%","3.88"
"4328672591917","RP-48LH-MD","End of Aisle Rack Protector Medium Duty","Handle-it","135","0.70","39","1","2.56%","0.70","0.00","0.00","100.00%","0.00%","0.00"
"HR50GB42","","5"" x 1-1/4"" Hard Rubber Wheel - 350 lbs. Capacity","Durable Superior Casters","12.07","0.68","30","1","3.33%","0.68","0.00","0.00","64.86%","32.43%","2.70"
"31083431755821","M998059","Individual Big Red Flush Top Dolly 24"" x 32"" - 3300 lb. Capacity","Merrick Machine","513.6","0.67","850","2","0.24%","0.34","0.00","0.00","60.37%","33.54%","4.88"
"OR-484861-GRAY","","High-Capacity Portable Stack Racks - Maximize Storage Efficiency, 48x48x61 (Gray)","Ohio Rack","270","0.65","51","2","3.92%","0.33","0.00","0.00","28.46%","66.92%","1.54"
"RPDS-2448-6PY","","Raised Platform Truck Box Truck with Drop Gate (Solid Sides), 24""W x 48""L","Little Giant","965.51","0.64","2","1","50.00%","0.64","0.00","0.00","100.00%","0.00%","100.00"
"31081077211181","16SR40GB8206YY","4"" x 1-1/4"" Soft Rubber Wheel Rigid Caster Stainless Steel - 245 lbs. Capacity","Durable Superior Casters","32.92","0.63","3","1","33.33%","0.63","0.00","0.00","100.00%","0.00%","0.00"
"75PP50GK4206YY","","5"" x 1-1/4"" Poly-Pro Wheel Swivel Caster - 300 lbs. capacity","Durable Superior Casters","19.53","0.63","4","1","25.00%","0.63","0.00","0.00","100.00%","0.00%","0.00"
"6162956615848","SWM-SA-1200UL","Model 1200UL Semi-Automatic Ultra-Low Pallet Stretch Wrap Machine","Handle-it","15300","0.61","81","2","2.47%","0.31","0.00","0.00","100.00%","0.00%","6.67"
"75NM40GI4311YY","","4"" x 1-1/4"" Nomadic Wheel Swivel Caster - 300 lbs. Capacity","Durable Superior Casters","19.26","0.61","3","1","33.33%","0.61","0.00","0.00","100.00%","0.00%","0.00"
"42970472415457","RS80JB02","8"" x 2"" Mold-On Rubber Cast Wheel - 600 lbs. Capacity - 5/8"" ID Roller Bearing","Durable Superior Casters","27.49","0.60","22","1","4.55%","0.60","0.00","0.00","73.08%","23.08%","7.69"
"PO40GJ83","","4"" x 1-1/4"" Polyolefin Wheel White - 350 lbs. Capacity","Durable Superior Casters","2.59","0.59","26","1","3.85%","0.59","0.00","0.00","63.16%","36.84%","0.00"
"F80163A3","","Valley Craft Drum Dumpers: Efficient & Safe Material Handling, 36"" / Stationary","Valley Craft","4995","0.58","2","1","50.00%","0.58","0.00","0.00","50.00%","50.00%","0.00"
"31082811883565","FTHU60JI6417YY","6"" x 2"" Ergolastomer Swivel Caster W/ Total Lock Brake - 1250 lbs. Cap.","Durable Superior Casters","112.64","0.57","4","1","25.00%","0.57","0.00","0.00","100.00%","0.00%","0.00"
"31083573706797","SN80UCP2","8"" x 2-1/2"" Eco-Rubber Flat Free Wheel (Centered Hub) - 450 lbs. Capacity","Durable Superior Casters","22.98","0.57","91","1","1.10%","0.57","0.00","0.00","62.71%","36.44%","6.78"
"4328672526381","CG-3","12"" Tall Floor-Mounted Barrier (3 - 10 ft. Long)","Handle-It","93.21","0.57","57","1","1.75%","0.57","0.00","0.00","75.00%","25.00%","33.33"
"31082336583725","926-1","Grease Pump Assembly","Lincoln Industrial","2211.9","0.56","5","1","20.00%","0.56","0.00","0.00","66.67%","33.33%","0.00"
"935-raymond","","Hanging Folded Chair & Table Storage Truck - Holds 36 Chairs and 8 Tables","Raymond Products","567","0.56","2","1","50.00%","0.56","0.00","0.00","33.33%","66.67%","0.00"
"40590738063528/ Duplicates","BSSV404036","4"" Stainless Steel Dome Top Bollard with Baseplate (36"" Height)","S4 Bollards","350.25","0.54","38","1","2.63%","0.54","0.00","0.00","100.00%","0.00%","0.00"
"412KD-EBL-6SR","","Standard Vinyl Basket Truck - 12 Bushel - Knocked Down, Electric Blue / 6"" Industrial Casters / 2 Swivel, 2 Rigid","R&B Wire","431.23","0.54","1","1","100.00%","0.54","0.00","0.00","100.00%","0.00%","0.00"
"42964659503329","GR-10-A2","Heavy Duty Warehouse Double Guard Rail Add-On Unit - 10 ft","Handle-It","605.09","0.54","502","2","0.40%","0.27","0.00","0.00","54.44%","32.22%","4.44"
"31083231903789","FTSU60JL0917YY","6"" x 2"" DuraLastomer Wheel Total Lock Swivel Caster - 1000 lbs. Capacity","Durable Superior Casters","106.69","0.53","19","1","5.26%","0.53","0.00","0.00","62.07%","37.93%","0.00"
"39825544642728/ Duplicates","MRCS4040-B","4"" Manual Retractable Black Carbon Steel Bollard (36"" Height)","S4 Bollards","935","0.53","72","1","1.39%","0.53","0.00","0.00","28.57%","71.43%","0.00"
"43713047167201/ Duplicates","C40","ASTM C40 Crash Rated Bollard - 5,000 lb Rated at 30 MPH (36"" Height)","S4 Bollards","836","0.53","51","1","1.96%","0.53","0.00","0.00","100.00%","0.00%","0.00"
"43429004607713/ Duplicates","BN-RSB-146.5","Pallet Rack Safety Nets - Standard/J-Hook Attachments - 12 ft / Fixed / Standard","Adrian's Safety Solutions","105","0.52","41","1","2.44%","0.52","0.00","0.00","66.67%","33.33%","0.00"
"31080677376045/ Duplicates","273204","Wesco Electric Value Lift Stackers - 880 lbs Capacity","Wesco","6198.82","0.51","45","1","2.22%","0.51","0.00","0.00","14.29%","85.71%","0.00"
"46289675616481","SGR-2-096-42-P","Standard Guardrail (Base Plate) - 2 / 96"" / 42""","S4 Bollards","741","0.50","2","1","50.00%","0.50","0.00","0.00","66.67%","0.00%","0.00"
"PTE45N-2145","","EDGE Powered Pallet Jack 4500 lb. Capacity, 21 in.","Noblelift","3733.33","0.50","10","1","10.00%","0.50","0.00","0.00","16.13%","80.65%","0.00"
"39562746691752","272468","Wesco Electric Office Lift - 220 lbs Capacity, Remote Control","Wesco","3949.32","0.49","10","1","10.00%","0.49","0.00","0.00","100.00%","0.00%","0.00"
"21PM40GM4368YY","","4"" x 1-1/4"" Polymadic Wheel Threaded Swivel Stem Caster (1/2"") - 325 lbs. Cap.","Durable Superior Casters","16.8","0.48","21","1","4.76%","0.48","0.00","0.00","93.75%","6.25%","0.00"
"46204377891041","4060SA1PFP","6"" x 2"" Colson Performa Wheel Swivel Caster 450 lbs. Capacity","Colson","44.21","0.48","161","1","0.62%","0.48","0.00","0.00","64.21%","30.53%","10.53"
"A-3031","","Counterbalanced Electric Stacker, 1,200-3,300 lbs Capacity, 118 / 1,200","Apollo Forklift","8636.36","0.48","60","3","5.00%","0.16","0.00","0.00","34.97%","64.34%","1.40"
"42932683899105","JSC-246061-94T-D719","Jobsite Storage Cabinet, 47.5 Cu. Ft.","Durham","1591.72","0.47","11","1","9.09%","0.47","0.00","0.00","4.52%","87.74%","0.00"
"TCNH2030BLR","","23 Gallon Resin Slim Trash Can With Handles, Blue","Suncast Commercial","36.55","0.47","13","1","7.69%","0.47","0.00","0.00","31.71%","63.41%","29.27"
"44136014151905","GENSTI-100","GenieGrips Forklift Stik-It Pads","Sentry Protection Products","470","0.46","31","2","6.45%","0.23","0.00","0.00","89.66%","10.34%","0.00"
"31083227840557","G221SR40GB8291YY","4"" x 1-1/4"" Soft Rubber Wheel Light-Medium Duty Spring Gate Caster","Durable Superior Casters","57.33","0.44","37","1","2.70%","0.44","0.00","0.00","71.79%","23.08%","5.13"
"OR-606054-OR","","High-Capacity Portable Stack Racks - Maximize Storage Efficiency, 60x60x54 (Orange)","Ohio Rack","285","0.44","52","1","1.92%","0.44","0.00","0.00","42.50%","57.50%","2.50"
"31080890826797","28SS50JS0417YY","5"" x 2"" Semi-Steel Wheel Rigid Caster - 1000 lbs. Capacity","Durable Superior Casters","39.61","0.43","8","1","12.50%","0.43","0.00","0.00","71.43%","28.57%","0.00"
"44021158183137","F80171A1","Efficient Valley Craft Box Dumpers - 460 Volt - 48"" x 51"" / 72"" / 4,000 lb.","Valley Craft","11045","0.42","518","1","0.19%","0.42","0.00","0.00","70.00%","6.67%","20.00"
"43583285231841/ Duplicates","27TP50JX6017YY","5"" x 2"" Thermo-Pro Wheel Swivel Caster - 350 lbs. Capacity - Standard","Durable Superior Casters","34.1","0.41","12","1","8.33%","0.41","0.00","0.00","0.00%","0.00%","0.00"
"75PM50GM43Q1TY","","5"" x 1-1/4"" Polymadic Wheel Square Stem Swivel Scaffold Caster W/ Brake - 350 lbs. Cap.","Durable Superior Casters","56.09","0.41","10","1","10.00%","0.41","0.00","0.00","88.89%","11.11%","0.00"
"42964653146337","GR-9-A2","Heavy Duty Warehouse Double Guard Rail Add-On Unit - 9 ft","Handle-It","567.27","0.40","187","1","0.53%","0.40","0.00","0.00","39.13%","30.43%","0.00"
"43702528278753","SWM-MR-3000","3000 Series Mobile Robot Stretch Wrap Machine - 94""","Handle-It","18000","0.40","84","1","1.19%","0.40","0.00","0.00","39.69%","55.73%","0.76"
"R-8902-Embedded","","R-8902 Stainless Steel Bollard (36"" Height x 4-3/8"" Diameter), Fixed Embedded Mount","Reliance Foundry","612.55","0.40","4","1","25.00%","0.40","0.00","0.00","100.00%","0.00%","0.00"
"43583284478177/ Duplicates","27SS40JS0417YY","4"" x 2"" Semi-Steel Wheel Swivel Caster - 700 lbs. Capacity - Standard","Durable Superior Casters","35.54","0.38","260","1","0.38%","0.38","0.00","0.00","18.06%","77.78%","0.00"
"42964659372257","GR-6-A2","Heavy Duty Warehouse Double Guard Rail Add-On Unit - 6 ft","Handle-It","463.27","0.37","200","1","0.50%","0.37","0.00","0.00","52.94%","35.29%","5.88"
"A-6002","","Electric Cart. Load Capacity 1100 lbs","Apollo Forklift","11194.03","0.37","42","1","2.38%","0.37","0.00","0.00","20.00%","73.79%","2.07"
"43698284298465/ Duplicates","SU8","Series 4000 Standard Heavy Duty Cantilever Rack - 8 / Single Sided / Starter Kit","Meco-Omaha","2151.97","0.36","55","1","1.82%","0.36","0.00","0.00","50.00%","50.00%","0.00"
"44167489421537/ Duplicates","R-8464","R-8464 Stainless Steel Removable Bollard (36"" Height x 4-1/2"" Diameter)","Reliance Foundry","800","0.36","142","2","1.41%","0.18","0.00","0.00","68.75%","31.25%","12.50"
"DD18FS","","Metro Super Erecta 8 in High Shelf Divider for Solid Shelves, Stainless / 18","Metro","122.78","0.35","2","1","50.00%","0.35","0.00","0.00","18.18%","63.64%","0.00"
"GR-3","","Heavy Duty Warehouse Guard Rail Beam, 3 ft","Handle-It","91.36","0.35","2","1","50.00%","0.35","0.00","0.00","50.00%","50.00%","0.00"
"31081151791149","84714","Used Fluid Truck Drain","Lincoln Industrial","1877.56","0.34","2","1","50.00%","0.34","0.00","0.00","66.67%","33.33%","0.00"
"31082164355117/ Duplicates","638-37549-1","Manual Grease Filler Pump","Lincoln Industrial","130.29","0.34","34","1","2.94%","0.34","0.00","0.00","44.44%","55.56%","0.00"
"44035947462881","HWT72","Scissor Lifts Tire Booties","Tire Booties","62.29","0.33","5","1","20.00%","0.33","0.00","0.00","83.33%","16.67%","16.67"
"31081200255021","11089","Funnel With Galvanized Hose For Type I Steel Safety Cans, 1"" OD","Justrite","49.33","0.32","18","1","5.56%","0.32","0.00","0.00","21.05%","78.95%","3.51"
